slug,title,pixPriceBrl,listPriceBrl,installmentCount,installmentPriceBrl,pricingSource
csv-dec-037-luminaria-decorativa-pikachu-pokemon-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminaria Decorativa Pikachu Pokemon LED Para Quarto Gamer Mesa E Setup Nerd",103.9,122.9,12,10.24,marketfit-popular-heuristic
csv-dec-038-quadro-decorativo-charmander-pokemon-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Charmander Pokemon Premium Para Parede DE Quarto Gamer E Home Office",101.9,120.9,12,10.08,marketfit-popular-heuristic
csv-dec-039-almofada-decorativa-gengar-pokemon-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Gengar Pokemon Para Sofa Cama E Espaco Geek",87.9,103.9,12,8.66,marketfit-popular-heuristic
csv-dec-040-placa-decorativa-eevee-pokemon-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Eevee Pokemon Estilo Geek Para Porta Parede E Setup",85.9,101.9,12,8.49,marketfit-popular-heuristic
csv-uti-001-kit-ferramenta-gamer-jett-valorant-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Jett Valorant Organizador Utilitario Para Mesa Cabos E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-uti-002-porta-ferramentas-reyna-valorant-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Reyna Valorant Para Mesa Gamer Oficina Criativa E Home Office",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-003-suporte-multiuso-sage-valorant-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Sage Valorant Para Headset Controle Cabos E Acessorios",90.9,107.9,12,8.99,marketfit-popular-heuristic
csv-uti-004-organizador-modular-omen-valorant-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Omen Valorant Para Ferramentas Leves Pecas E Acessorios Nerd",84.9,100.9,12,8.41,marketfit-popular-heuristic
csv-uti-005-kit-ferramenta-gamer-ahri-league-of-legends-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Ahri League OF Legends Organizador Utilitario Para Mesa Cabos E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-uti-006-porta-ferramentas-yasuo-league-of-legends-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Yasuo League OF Legends Para Mesa Gamer Oficina Criativa E Home Office",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-007-suporte-multiuso-jinx-league-of-legends-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Jinx League OF Legends Para Headset Controle Cabos E Acessorios",90.9,107.9,12,8.99,marketfit-popular-heuristic
csv-uti-008-organizador-modular-lux-league-of-legends-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular LUX League OF Legends Para Ferramentas Leves Pecas E Acessorios Nerd",84.9,100.9,12,8.41,marketfit-popular-heuristic
csv-uti-009-kit-ferramenta-gamer-ghost-call-of-duty-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Ghost Call OF Duty Organizador Utilitario Para Mesa Cabos E Setup",86.9,102.9,12,8.58,marketfit-popular-heuristic
csv-uti-010-porta-ferramentas-soap-call-of-duty-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Soap Call OF Duty Para Mesa Gamer Oficina Criativa E Home Office",80.9,95.9,12,7.99,marketfit-popular-heuristic
csv-uti-011-suporte-multiuso-task-force-call-of-duty-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Task Force Call OF Duty Para Headset Controle Cabos E Acessorios",82.9,97.9,12,8.16,marketfit-popular-heuristic
csv-uti-012-organizador-modular-warzone-call-of-duty-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Warzone Call OF Duty Para Ferramentas Leves Pecas E Acessorios Nerd",76.9,90.9,12,7.58,marketfit-popular-heuristic
csv-uti-013-kit-ferramenta-gamer-creeper-minecraft-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Creeper Minecraft Organizador Utilitario Para Mesa Cabos E Setup",92.9,109.9,12,9.16,marketfit-popular-heuristic
csv-uti-014-porta-ferramentas-steve-minecraft-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Steve Minecraft Para Mesa Gamer Oficina Criativa E Home Office",86.9,102.9,12,8.58,marketfit-popular-heuristic
csv-uti-015-suporte-multiuso-alex-minecraft-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Alex Minecraft Para Headset Controle Cabos E Acessorios",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-016-organizador-modular-enderman-minecraft-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Enderman Minecraft Para Ferramentas Leves Pecas E Acessorios Nerd",82.9,97.9,12,8.16,marketfit-popular-heuristic
csv-uti-017-kit-ferramenta-gamer-lhama-fortnite-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Lhama Fortnite Organizador Utilitario Para Mesa Cabos E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-uti-018-porta-ferramentas-battle-royale-fortnite-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Battle Royale Fortnite Para Mesa Gamer Oficina Criativa E Home Office",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-019-suporte-multiuso-victory-crown-fortnite-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Victory Crown Fortnite Para Headset Controle Cabos E Acessorios",90.9,107.9,12,8.99,marketfit-popular-heuristic
csv-uti-020-organizador-modular-peely-fortnite-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Peely Fortnite Para Ferramentas Leves Pecas E Acessorios Nerd",84.9,100.9,12,8.41,marketfit-popular-heuristic
csv-uti-021-kit-ferramenta-gamer-awp-cs2-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer AWP CS2 Organizador Utilitario Para Mesa Cabos E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-uti-022-porta-ferramentas-ak-47-cs2-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas AK 47 CS2 Para Mesa Gamer Oficina Criativa E Home Office",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-023-suporte-multiuso-knife-cs2-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Knife CS2 Para Headset Controle Cabos E Acessorios",90.9,107.9,12,8.99,marketfit-popular-heuristic
csv-uti-024-organizador-modular-defuse-cs2-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Defuse CS2 Para Ferramentas Leves Pecas E Acessorios Nerd",84.9,100.9,12,8.41,marketfit-popular-heuristic
csv-uti-025-kit-ferramenta-gamer-los-santos-gta-v-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer LOS Santos GTA V Organizador Utilitario Para Mesa Cabos E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-uti-026-porta-ferramentas-franklin-gta-v-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Franklin GTA V Para Mesa Gamer Oficina Criativa E Home Office",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-027-suporte-multiuso-trevor-gta-v-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Trevor GTA V Para Headset Controle Cabos E Acessorios",90.9,107.9,12,8.99,marketfit-popular-heuristic
csv-uti-028-organizador-modular-michael-gta-v-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Michael GTA V Para Ferramentas Leves Pecas E Acessorios Nerd",84.9,100.9,12,8.41,marketfit-popular-heuristic
csv-uti-029-kit-ferramenta-gamer-spider-man-marvel-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Spider MAN Marvel Organizador Utilitario Para Mesa Cabos E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-uti-030-porta-ferramentas-iron-man-marvel-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Iron MAN Marvel Para Mesa Gamer Oficina Criativa E Home Office",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-031-suporte-multiuso-deadpool-marvel-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Deadpool Marvel Para Headset Controle Cabos E Acessorios",90.9,107.9,12,8.99,marketfit-popular-heuristic
csv-uti-032-organizador-modular-groot-marvel-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Groot Marvel Para Ferramentas Leves Pecas E Acessorios Nerd",84.9,100.9,12,8.41,marketfit-popular-heuristic
csv-uti-033-kit-ferramenta-gamer-darth-vader-star-wars-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Darth Vader Star Wars Organizador Utilitario Para Mesa Cabos E Setup",94.9,111.9,12,9.33,marketfit-popular-heuristic
csv-uti-034-porta-ferramentas-stormtrooper-star-wars-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Stormtrooper Star Wars Para Mesa Gamer Oficina Criativa E Home Office",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-035-suporte-multiuso-mandalorian-star-wars-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Mandalorian Star Wars Para Headset Controle Cabos E Acessorios",90.9,107.9,12,8.99,marketfit-popular-heuristic
csv-uti-036-organizador-modular-grogu-star-wars-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Grogu Star Wars Para Ferramentas Leves Pecas E Acessorios Nerd",84.9,100.9,12,8.41,marketfit-popular-heuristic
csv-uti-037-kit-ferramenta-gamer-pikachu-pokemon-organizador-utilitario-para-mesa-cabos-e-setup,"KIT Ferramenta Gamer Pikachu Pokemon Organizador Utilitario Para Mesa Cabos E Setup",92.9,109.9,12,9.16,marketfit-popular-heuristic
csv-uti-038-porta-ferramentas-charmander-pokemon-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Charmander Pokemon Para Mesa Gamer Oficina Criativa E Home Office",86.9,102.9,12,8.58,marketfit-popular-heuristic
csv-uti-039-suporte-multiuso-gengar-pokemon-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Gengar Pokemon Para Headset Controle Cabos E Acessorios",88.9,104.9,12,8.74,marketfit-popular-heuristic
csv-uti-040-organizador-modular-eevee-pokemon-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Eevee Pokemon Para Ferramentas Leves Pecas E Acessorios Nerd",82.9,97.9,12,8.16,marketfit-popular-heuristic
mdh-001-hello-kitty-chibi-premium,"Hello Kitty Chibi Premium",79.9,94.9,12,7.91,marketfit-popular-heuristic
mdh-002-mascote-kawaii-desk-buddy,"Mascote Kawaii Desk Buddy",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-003-monstro-eletrico-pocket-mini,"Monstro Eletrico Pocket Mini",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-004-espia-mirim-chibi,"Espia Mirim Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-005-mascote-serra-articulado,"Mascote Serra Articulado",77.9,91.9,12,7.66,marketfit-popular-heuristic
mdh-006-tripulante-crewmate-neon,"Tripulante Crewmate Neon",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-007-esfera-monstro-de-bolso,"Esfera Monstro DE Bolso",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-008-pokemon-pikachu-mini,"Pokemon Pikachu Mini",65.9,77.9,12,6.49,marketfit-popular-heuristic
mdh-009-spy-x-family-anya-chibi,"SPY X Family Anya Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-010-chainsaw-man-pochita,"Chainsaw MAN Pochita",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-011-minecraft-steve-figurine,"Minecraft Steve Figurine",65.9,77.9,12,6.49,marketfit-popular-heuristic
mdh-012-creeper-minecraft,"Creeper Minecraft",65.9,77.9,12,6.49,marketfit-popular-heuristic
mdh-013-suporte-para-fone-headphone,"Suporte Para Fone Headphone",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-014-organizador-de-cabos,"Organizador DE Cabos",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-015-suporte-para-celular,"Suporte Para Celular",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-016-chaveiro-personalizado,"Chaveiro Personalizado",55.9,65.9,12,5.49,marketfit-popular-heuristic
mdh-017-suporte-para-controle-ps5,"Suporte Para Controle PS5",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-018-suporte-para-controle-xbox,"Suporte Para Controle Xbox",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-019-porta-copos-geek,"Porta Copos Geek",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-020-ima-de-geladeira,"IMA DE Geladeira",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-021-suporte-para-mouse,"Suporte Para Mouse",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-022-organizador-de-canetas,"Organizador DE Canetas",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-023-suporte-para-teclado,"Suporte Para Teclado",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-024-gancho-para-parede,"Gancho Para Parede",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-025-vaso-geometrico,"Vaso Geometrico",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-026-pokebola,"Pokebola",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-027-busto-colecionavel-anime,"Busto Colecionavel Anime",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-028-luminaria-led-personalizada,"Luminaria LED Personalizada",87.9,103.9,12,8.66,marketfit-popular-heuristic
mdh-029-foto-litofania,"Foto Litofania",87.9,103.9,12,8.66,marketfit-popular-heuristic
mdh-030-quadro-decorativo,"Quadro Decorativo",79.9,94.9,12,7.91,marketfit-popular-heuristic
mdh-031-escultura-abstrata,"Escultura Abstrata",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-032-porta-velhas,"Porta Velhas",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-033-relogio-de-parede,"Relogio DE Parede",93.9,110.9,12,9.24,marketfit-popular-heuristic
mdh-034-jarro-decorativo,"Jarro Decorativo",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-035-prateleira-suspensa,"Prateleira Suspensa",83.9,99.9,12,8.33,marketfit-popular-heuristic
mdh-036-espelho-decorativo,"Espelho Decorativo",77.9,91.9,12,7.66,marketfit-popular-heuristic
mdh-037-chaveiro-nome-dupla-face,"Chaveiro Nome Dupla Face",49.9,58.9,12,4.91,marketfit-popular-heuristic
mdh-038-nome-3d-personalizado,"Nome 3D Personalizado",85.9,101.9,12,8.49,marketfit-popular-heuristic
mdh-039-caixa-de-musica,"Caixa DE Musica",95.9,113.9,12,9.49,marketfit-popular-heuristic
mdh-040-porta-retrato-personalizado,"Porta Retrato Personalizado",79.9,94.9,12,7.91,marketfit-popular-heuristic
mdh-041-aniversario-3d,"Aniversario 3D",77.9,91.9,12,7.66,marketfit-popular-heuristic
mdh-042-mensagem-em-3d,"Mensagem EM 3D",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-043-mini-trofeu-personalizado,"Mini Trofeu Personalizado",79.9,94.9,12,7.91,marketfit-popular-heuristic
mdh-044-marcador-de-pagina-3d,"Marcador DE Pagina 3D",53.9,63.9,12,5.33,marketfit-popular-heuristic
mdh-045-abracadeira-personalizada,"Abracadeira Personalizada",57.9,68.9,12,5.74,marketfit-popular-heuristic
mdh-046-pingente-personalizado,"Pingente Personalizado",55.9,65.9,12,5.49,marketfit-popular-heuristic
mdh-047-calendario-3d,"Calendario 3D",87.9,103.9,12,8.66,marketfit-popular-heuristic
mdh-048-copo-personalizado,"Copo Personalizado",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-049-suporte-para-monitor,"Suporte Para Monitor",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-050-organizador-de-cabo-usb,"Organizador DE Cabo USB",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-051-gancho-para-chaves,"Gancho Para Chaves",59.9,70.9,12,5.91,marketfit-popular-heuristic
mdh-052-suporte-para-livros,"Suporte Para Livros",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-053-caixa-organizadora,"Caixa Organizadora",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-054-suporte-para-plantas,"Suporte Para Plantas",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-055-prateleira-flutuante,"Prateleira Flutuante",83.9,99.9,12,8.33,marketfit-popular-heuristic
mdh-056-suporte-para-bicicleta,"Suporte Para Bicicleta",123.9,146.9,12,12.24,marketfit-popular-heuristic
mdh-057-organizador-de-maquiagem,"Organizador DE Maquiagem",71.9,84.9,12,7.08,marketfit-popular-heuristic
mdh-058-suporte-para-tablet,"Suporte Para Tablet",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-059-caixa-para-joias,"Caixa Para Joias",87.9,103.9,12,8.66,marketfit-popular-heuristic
mdh-060-suporte-para-garrafa,"Suporte Para Garrafa",75.9,89.9,12,7.49,marketfit-popular-heuristic
mdh-061-naruto-uzumaki-chibi,"Naruto Uzumaki Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-062-sasuke-uchiha-chibi,"Sasuke Uchiha Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-063-goku-dragon-ball-chibi,"Goku Dragon Ball Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-064-luffy-one-piece-chibi,"Luffy ONE Piece Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-065-elsa-frozen-chibi,"Elsa Frozen Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-066-totoro-my-neighbor-chibi,"Totoro MY Neighbor Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-067-pikachu-pokemon-chibi,"Pikachu Pokemon Chibi",79.9,94.9,12,7.91,marketfit-popular-heuristic
mdh-068-kirby-nintendo-chibi,"Kirby Nintendo Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-069-mario-nintendo-chibi,"Mario Nintendo Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-070-sonic-hedgehog-chibi,"Sonic Hedgehog Chibi",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-071-polvo-oceano-articulado,"Polvo Oceano Articulado",95.9,113.9,12,9.49,marketfit-popular-heuristic
mdh-072-tubarao-oceano-mini,"Tubarao Oceano Mini",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-073-dragao-oriental-articulado,"Dragao Oriental Articulado",99.9,117.9,12,9.83,marketfit-popular-heuristic
mdh-074-dragao-europeu-mini,"Dragao Europeu Mini",81.9,96.9,12,8.08,marketfit-popular-heuristic
mdh-075-coruja-floresta-articulada,"Coruja Floresta Articulada",77.9,91.9,12,7.66,marketfit-popular-heuristic
mdh-076-foguete-espacial-mini,"Foguete Espacial Mini",73.9,87.9,12,7.33,marketfit-popular-heuristic
mdh-077-cavaleiro-medieval-mini,"Cavaleiro Medieval Mini",79.9,94.9,12,7.91,marketfit-popular-heuristic
mdh-078-robo-transformador-box,"Robo Transformador BOX",83.9,99.9,12,8.33,marketfit-popular-heuristic
real-001-grinder-3-partes-premium,"Partes Premium",85.9,101.9,12,8.49,marketfit-popular-heuristic
real-002-porta-creme-dental-de-bancada,"Porta Creme Dental DE Bancada",79.9,94.9,12,7.91,marketfit-popular-heuristic
real-003-demogorgon-decorativo-premium,"Demogorgon Decorativo Premium",85.9,101.9,12,8.49,marketfit-popular-heuristic
real-004-hello-kitty-jedi-colecionavel,"Hello Kitty Jedi Colecionavel",91.9,108.9,12,9.08,marketfit-popular-heuristic
real-005-stencil-rick-and-morty-decorativo,"Stencil Rick AND Morty Decorativo",79.9,94.9,12,7.91,marketfit-popular-heuristic
real-006-familia-customizada-em-miniatura,"Familia Customizada EM Miniatura",79.9,94.9,12,7.91,marketfit-popular-heuristic
real-007-boneca-infantil-personalizada,"Boneca Infantil Personalizada",79.9,94.9,12,7.91,marketfit-popular-heuristic
real-008-case-de-isqueiro-caveira,"Case DE Isqueiro Caveira",79.9,94.9,12,7.91,marketfit-popular-heuristic
real-009-homer-pikachu-mashup-colecionavel,"Homer Pikachu Mashup Colecionavel",91.9,108.9,12,9.08,marketfit-popular-heuristic
real-010-medalha-maconica-personalizada,"Medalha Maconica Personalizada",79.9,94.9,12,7.91,marketfit-popular-heuristic
