id,slug,name,category,material,visualKind,imageCount,isPlaceholder,semanticScore,finalScore,status,mediaStatus,reason
csv-cha-027,csv-cha-027-chaveiro-metalizado-trevor-gta-v-edicao-nerd-para-colecao-e-presente-criativo,"Chaveiro Metalizado Trevor GTA V Edição Nerd para Coleção e Presente Criativo","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-028,csv-cha-028-chaveiro-3d-michael-gta-v-mini-pingente-decorativo-para-mochila-e-setup,"Chaveiro 3D Michael GTA V Mini Pingente Decorativo para Mochila e Setup","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.87,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-029,csv-cha-029-chaveiro-acrilico-premium-spider-man-marvel-dupla-face-para-mochila-chaves-e-setup-gamer,"Chaveiro Acrílico Premium Spider-Man Marvel Dupla Face para Mochila, Chaves e Setup Gamer","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.85,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-030,csv-cha-030-chaveiro-emborrachado-iron-man-marvel-estilo-gamer-resistente-para-chaves-e-mochila,"Chaveiro Emborrachado Iron Man Marvel Estilo Gamer Resistente para Chaves e Mochila","Presentes Criativos",PLA Premium,imagem-conceitual,4,false,0.86,0.85,FIX_TEXT,probable,"Has real images but classified as imagem-conceitual — reclassify visualKind"
csv-cha-031,csv-cha-031-chaveiro-metalizado-deadpool-marvel-edicao-nerd-para-colecao-e-presente-criativo,"Chaveiro Metalizado Deadpool Marvel Edição Nerd para Coleção e Presente Criativo","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-032,csv-cha-032-chaveiro-3d-groot-marvel-mini-pingente-decorativo-para-mochila-e-setup,"Chaveiro 3D Groot Marvel Mini Pingente Decorativo para Mochila e Setup","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.87,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-033,csv-cha-033-chaveiro-acrilico-premium-darth-vader-star-wars-dupla-face-para-mochila-chaves-e-setup-gamer,"Chaveiro Acrílico Premium Darth Vader Star Wars Dupla Face para Mochila, Chaves e Setup Gamer","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.86,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-034,csv-cha-034-chaveiro-emborrachado-stormtrooper-star-wars-estilo-gamer-resistente-para-chaves-e-mochila,"Chaveiro Emborrachado Stormtrooper Star Wars Estilo Gamer Resistente para Chaves e Mochila","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.86,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-035,csv-cha-035-chaveiro-metalizado-mandalorian-star-wars-edicao-nerd-para-colecao-e-presente-criativo,"Chaveiro Metalizado Mandalorian Star Wars Edição Nerd para Coleção e Presente Criativo","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-036,csv-cha-036-chaveiro-3d-grogu-star-wars-mini-pingente-decorativo-para-mochila-e-setup,"Chaveiro 3D Grogu Star Wars Mini Pingente Decorativo para Mochila e Setup","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.88,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-037,csv-cha-037-chaveiro-acrilico-premium-pikachu-pokemon-dupla-face-para-mochila-chaves-e-setup-gamer,"Chaveiro Acrílico Premium Pikachu Pokémon Dupla Face para Mochila, Chaves e Setup Gamer","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.83,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-038,csv-cha-038-chaveiro-emborrachado-charmander-pokemon-estilo-gamer-resistente-para-chaves-e-mochila,"Chaveiro Emborrachado Charmander Pokémon Estilo Gamer Resistente para Chaves e Mochila","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.85,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-039,csv-cha-039-chaveiro-metalizado-gengar-pokemon-edicao-nerd-para-colecao-e-presente-criativo,"Chaveiro Metalizado Gengar Pokémon Edição Nerd para Coleção e Presente Criativo","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-cha-040,csv-cha-040-chaveiro-3d-eevee-pokemon-mini-pingente-decorativo-para-mochila-e-setup,"Chaveiro 3D Eevee Pokémon Mini Pingente Decorativo para Mochila e Setup","Presentes Criativos",PLA Premium,imagem-conceitual,4,true,0.87,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-001,csv-dec-001-luminaria-decorativa-jett-valorant-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Jett Valorant LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-002,csv-dec-002-quadro-decorativo-reyna-valorant-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Reyna Valorant Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-003,csv-dec-003-almofada-decorativa-sage-valorant-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Sage Valorant para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-004,csv-dec-004-placa-decorativa-omen-valorant-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Omen Valorant Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-005,csv-dec-005-luminaria-decorativa-ahri-league-of-legends-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Ahri League of Legends LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-006,csv-dec-006-quadro-decorativo-yasuo-league-of-legends-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Yasuo League of Legends Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-007,csv-dec-007-almofada-decorativa-jinx-league-of-legends-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Jinx League of Legends para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-008,csv-dec-008-placa-decorativa-lux-league-of-legends-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Lux League of Legends Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-009,csv-dec-009-luminaria-decorativa-ghost-call-of-duty-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Ghost Call of Duty LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-010,csv-dec-010-quadro-decorativo-soap-call-of-duty-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Soap Call of Duty Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-011,csv-dec-011-almofada-decorativa-task-force-call-of-duty-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Task Force Call of Duty para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.95,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-012,csv-dec-012-placa-decorativa-warzone-call-of-duty-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Warzone Call of Duty Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-013,csv-dec-013-luminaria-decorativa-creeper-minecraft-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Creeper Minecraft LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-014,csv-dec-014-quadro-decorativo-steve-minecraft-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Steve Minecraft Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-015,csv-dec-015-almofada-decorativa-alex-minecraft-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Alex Minecraft para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-016,csv-dec-016-placa-decorativa-enderman-minecraft-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Enderman Minecraft Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-017,csv-dec-017-luminaria-decorativa-lhama-fortnite-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Lhama Fortnite LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-018,csv-dec-018-quadro-decorativo-battle-royale-fortnite-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Battle Royale Fortnite Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-019,csv-dec-019-almofada-decorativa-victory-crown-fortnite-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Victory Crown Fortnite para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-020,csv-dec-020-placa-decorativa-peely-fortnite-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Peely Fortnite Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-021,csv-dec-021-luminaria-decorativa-awp-cs2-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa AWP CS2 LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-022,csv-dec-022-quadro-decorativo-ak-47-cs2-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo AK-47 CS2 Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-023,csv-dec-023-almofada-decorativa-knife-cs2-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Knife CS2 para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-024,csv-dec-024-placa-decorativa-defuse-cs2-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Defuse CS2 Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-025,csv-dec-025-luminaria-decorativa-los-santos-gta-v-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Los Santos GTA V LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-026,csv-dec-026-quadro-decorativo-franklin-gta-v-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Franklin GTA V Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-027,csv-dec-027-almofada-decorativa-trevor-gta-v-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Trevor GTA V para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-028,csv-dec-028-placa-decorativa-michael-gta-v-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Michael GTA V Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-029,csv-dec-029-luminaria-decorativa-spider-man-marvel-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Spider-Man Marvel LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-030,csv-dec-030-quadro-decorativo-iron-man-marvel-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Iron Man Marvel Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-031,csv-dec-031-almofada-decorativa-deadpool-marvel-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Deadpool Marvel para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-032,csv-dec-032-placa-decorativa-groot-marvel-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Groot Marvel Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-033,csv-dec-033-luminaria-decorativa-darth-vader-star-wars-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Darth Vader Star Wars LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.95,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-034,csv-dec-034-quadro-decorativo-stormtrooper-star-wars-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Stormtrooper Star Wars Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-035,csv-dec-035-almofada-decorativa-mandalorian-star-wars-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Mandalorian Star Wars para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-036,csv-dec-036-placa-decorativa-grogu-star-wars-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Grogu Star Wars Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-037,csv-dec-037-luminaria-decorativa-pikachu-pokemon-led-para-quarto-gamer-mesa-e-setup-nerd,"Luminária Decorativa Pikachu Pokémon LED para Quarto Gamer, Mesa e Setup Nerd","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-038,csv-dec-038-quadro-decorativo-charmander-pokemon-premium-para-parede-de-quarto-gamer-e-home-office,"Quadro Decorativo Charmander Pokémon Premium para Parede de Quarto Gamer e Home Office","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-039,csv-dec-039-almofada-decorativa-gengar-pokemon-para-sofa-cama-e-espaco-geek,"Almofada Decorativa Gengar Pokémon para Sofá, Cama e Espaço Geek","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-dec-040,csv-dec-040-placa-decorativa-eevee-pokemon-estilo-geek-para-porta-parede-e-setup,"Placa Decorativa Eevee Pokémon Estilo Geek para Porta, Parede e Setup","Casa & Decoração",PLA Silk,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-001,csv-uti-001-kit-ferramenta-gamer-jett-valorant-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Jett Valorant Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-002,csv-uti-002-porta-ferramentas-reyna-valorant-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Reyna Valorant para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-003,csv-uti-003-suporte-multiuso-sage-valorant-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Sage Valorant para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-004,csv-uti-004-organizador-modular-omen-valorant-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Omen Valorant para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-005,csv-uti-005-kit-ferramenta-gamer-ahri-league-of-legends-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Ahri League of Legends Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,false,0.94,0.85,FIX_TEXT,probable,"Has real images but classified as imagem-conceitual — reclassify visualKind"
csv-uti-006,csv-uti-006-porta-ferramentas-yasuo-league-of-legends-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Yasuo League of Legends para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-007,csv-uti-007-suporte-multiuso-jinx-league-of-legends-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Jinx League of Legends para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-008,csv-uti-008-organizador-modular-lux-league-of-legends-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Lux League of Legends para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-009,csv-uti-009-kit-ferramenta-gamer-ghost-call-of-duty-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Ghost Call of Duty Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-010,csv-uti-010-porta-ferramentas-soap-call-of-duty-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Soap Call of Duty para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-011,csv-uti-011-suporte-multiuso-task-force-call-of-duty-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Task Force Call of Duty para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-012,csv-uti-012-organizador-modular-warzone-call-of-duty-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Warzone Call of Duty para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-013,csv-uti-013-kit-ferramenta-gamer-creeper-minecraft-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Creeper Minecraft Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-014,csv-uti-014-porta-ferramentas-steve-minecraft-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Steve Minecraft para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-015,csv-uti-015-suporte-multiuso-alex-minecraft-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Alex Minecraft para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-016,csv-uti-016-organizador-modular-enderman-minecraft-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Enderman Minecraft para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-017,csv-uti-017-kit-ferramenta-gamer-lhama-fortnite-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Lhama Fortnite Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-018,csv-uti-018-porta-ferramentas-battle-royale-fortnite-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Battle Royale Fortnite para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-019,csv-uti-019-suporte-multiuso-victory-crown-fortnite-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Victory Crown Fortnite para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-020,csv-uti-020-organizador-modular-peely-fortnite-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Peely Fortnite para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-021,csv-uti-021-kit-ferramenta-gamer-awp-cs2-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer AWP CS2 Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-022,csv-uti-022-porta-ferramentas-ak-47-cs2-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas AK-47 CS2 para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-023,csv-uti-023-suporte-multiuso-knife-cs2-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Knife CS2 para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-024,csv-uti-024-organizador-modular-defuse-cs2-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Defuse CS2 para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-025,csv-uti-025-kit-ferramenta-gamer-los-santos-gta-v-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Los Santos GTA V Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-026,csv-uti-026-porta-ferramentas-franklin-gta-v-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Franklin GTA V para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
